BIDS,1,25260635,36721,1,100,10000
BIDS,1,25260771,37229,9,10,184000
BIDS,1,25260772,37237,7,55,190000
BIDS,1,25260775,37263,3,10,160700
BIDS,1,25260775,37267,7,10,173700
BIDS,1,25260776,37271,1,28,176000
BIDS,1,25260776,37275,5,10,175300
BIDS,1,25260779,37299,9,5,100700
BIDS,0,25260776,37271,1,28,176000
BIDS,0,25260771,37229,9,10,184000
BIDS,0,25260772,37237,7,55,190000
BIDS,1,25265772,46348,8,28,176000
BIDS,1,25265779,46355,5,10,184000
BIDS,0,25260775,37263,3,10,160700
BIDS,0,25260775,37267,7,10,173700
BIDS,0,25260779,37299,9,5,100700
BIDS,0,25260776,37275,5,10,175300
BIDS,1,25265797,46363,3,55,190000
BIDS,1,25265830,46388,8,10,160700
BIDS,1,25265832,46396,6,10,173700
BIDS,1,25265833,46399,9,5,100700
BIDS,1,25265833,46400,0,10,175300
BIDS,1,25330601,57976,6,500,195000
BIDS,1,25381203,62467,7,1,10000
BIDS,1,25386866,62859,9,1,10000
BIDS,0,25386866,62859,9,1,10000
BIDS,0,25381203,62467,7,1,10000
BIDS,0,25260635,36721,1,100,10000
BIDS,1,25419426,69377,7,1,10000
BIDS,1,25424677,70367,7,1,10000
BIDS,0,25424677,70367,7,1,10000
BIDS,0,25419426,69377,7,1,10000
BIDS,1,25499558,87913,3,100,10000
BIDS,0,25499558,87913,3,100,10000
BIDS,1,25509632,90097,7,800,195200
BIDS,1,25515315,90939,9,1,10000
BIDS,1,25520615,91729,9,1,10000
BIDS,0,25330601,57976,6,500,195000
BIDS,1,25587868,101635,5,200,195200
BIDS,0,25515315,90939,9,1,10000
BIDS,0,25587868,101635,5,200,195200
BIDS,1,25615272,106653,3,200,195300
BIDS,0,25520615,91729,9,1,10000
BIDS,1,25838658,141875,5,1,100
BIDS,0,25838658,141875,5,1,100
BIDS,1,26095691,165744,4,800,197500
BIDS,1,26236457,178148,8,400,195600
BIDS,1,26261348,180911,1,200,190500
BIDS,0,26261348,180911,1,200,190500
BIDS,0,26236457,178148,8,400,195600
BIDS,1,26355263,186813,3,400,195700
BIDS,1,26378141,188410,0,1,100
BIDS,0,26378141,188410,0,1,100
BIDS,0,26095691,165744,4,800,197500
BIDS,1,26431620,192317,7,800,197600
BIDS,0,26355263,186813,3,400,195700
BIDS,1,26515193,200083,3,400,195600
BIDS,0,26431620,192317,7,800,197600
BIDS,1,26431620,192317,7,400,197600
BIDS,0,26431620,192317,7,400,197600
BIDS,1,26752865,227027,7,100,191800
BIDS,0,26515193,200083,3,400,195600
BIDS,1,27000158,253542,2,100,100
BIDS,1,27105893,389056,6,500,197100
BIDS,1,27683927,642050,0,100,100
BIDS,1,28158544,712392,2,1000,197600
BIDS,1,28167827,713112,2,400,195000
BIDS,0,27105893,389056,6,500,197100
BIDS,1,28271471,728199,9,500,197700
BIDS,1,28281303,729412,2,1,10000
BIDS,0,28281303,729412,2,1,10000
BIDS,0,28271471,728199,9,500,197700
BIDS,1,28553011,767536,6,500,197600
BIDS,1,28560098,768703,3,1,100
BIDS,0,28560098,768703,3,1,100
BIDS,1,28561899,769010,0,1,100
BIDS,0,28561899,769010,0,1,100
BIDS,1,28563698,769241,1,1,100
BIDS,0,28563698,769241,1,1,100
BIDS,0,28553011,767536,6,500,197600
BIDS,1,28581698,772814,4,500,196500
BIDS,1,28800085,805197,7,100,188700
BIDS,1,28800094,805420,0,4000,192200
BIDS,1,28800106,805698,8,500,182500
BIDS,1,28800109,805768,8,65,185000
BIDS,1,28800115,805892,2,100,170300
BIDS,1,28800127,806183,3,1142,180000
BIDS,1,28800133,806310,0,75,163700
BIDS,1,28800139,806456,6,100,175100
BIDS,1,28800199,807880,0,900,190000
BIDS,1,28800199,807889,9,15,169700
BIDS,1,28800221,808405,5,300,168700
BIDS,1,28800232,808659,9,25,163400
BIDS,1,28800241,808872,2,10000,1200
BIDS,1,28800242,808897,7,7,168000
BIDS,1,28800286,809961,1,655,165500
BIDS,1,28800291,810077,7,300,190000
BIDS,1,28800305,810384,4,1000,90000
BIDS,1,28800341,811246,6,300,160100
BIDS,1,28800342,811273,3,100,172500
BIDS,1,28800385,812276,6,300,184000
BIDS,1,28800389,812376,6,100,170000
BIDS,1,28800471,814166,6,30,177500
BIDS,1,28800490,814594,4,200,176600
BIDS,1,28800505,814900,0,250,183000
BIDS,1,28800521,815236,6,500,9700
BIDS,1,28800529,815424,4,100,140000
BIDS,1,28800579,816543,3,300,190500
BIDS,1,28800580,816549,9,1000,185000
BIDS,1,28800625,817530,0,200,168700
BIDS,1,28800635,817768,8,100,187500
BIDS,1,28800705,819421,1,100,180000
BIDS,1,28800706,819444,4,100,180000
BIDS,1,28800728,819972,2,1000,100000
BIDS,1,28800745,820349,9,200,150000
BIDS,1,28800758,820642,2,100,192500
BIDS,1,28800783,821239,9,57,172700
BIDS,1,28800840,822596,6,300,170000
BIDS,1,28800840,822601,1,25,170100
BIDS,1,28800863,823160,0,50,158000
BIDS,1,28800891,823836,6,1000,120100
BIDS,1,28800925,824713,3,100,190000
BIDS,1,28800926,824716,6,200,196600
BIDS,1,28800927,824746,6,1000,165500
BIDS,1,28800932,824886,6,133,150000
BIDS,1,28800938,825042,2,100,165000
BIDS,1,28800984,826105,5,135,176000
BIDS,1,28800984,826117,7,100,165000
BIDS,1,28800998,826483,3,40,138700
BIDS,1,28801023,827122,2,200,185000
BIDS,1,28801058,827989,9,2000,18700
BIDS,1,28801074,828408,8,100,175000
BIDS,1,28801101,829076,6,50,175000
BIDS,1,28801108,829246,6,100,150000
BIDS,1,28801128,829716,6,200,180000
BIDS,1,28801155,830335,5,70,120000
BIDS,1,28801192,831198,8,100,125000
BIDS,1,28801195,831260,0,105,190000
BIDS,1,28801271,832950,0,100,180000
BIDS,1,28801319,833983,3,2550,180000
BIDS,1,28801320,834006,6,50,170000
BIDS,1,28801368,835097,7,200,180000
BIDS,1,28801377,835286,6,100,138700
BIDS,1,28801390,835563,3,25,182100
BIDS,1,28801393,835633,3,6,171500
BIDS,1,28801413,836065,5,16,124300
BIDS,1,28801432,836480,0,100,140000
BIDS,1,28801437,836598,8,110,177500
BIDS,1,28801449,836868,8,40,168700
BIDS,1,28801484,837608,8,200,148700
BIDS,1,28801487,837682,2,1000,148700
BIDS,1,28801499,837951,1,13,186800
BIDS,1,28801504,838065,5,1000,1200
BIDS,1,28801509,838159,9,400,8700
BIDS,1,28801529,838578,8,177,186000
BIDS,1,28801529,838589,9,200,187800
BIDS,1,28801530,838607,7,10,120000
BIDS,1,28801572,839470,0,100,170000
BIDS,1,28801579,839611,1,10,140000
BIDS,1,28801587,839773,3,200,118700
BIDS,1,28801590,839835,5,200,101300
BIDS,1,28801599,840020,0,300,126200
BIDS,1,28801600,840036,6,300,163700
BIDS,1,28801640,840900,0,25,150000
BIDS,1,28801646,841036,6,500,145000
BIDS,1,28801649,841084,4,100,182500
BIDS,1,28801713,842422,2,200,8700
BIDS,1,28801758,843335,5,50,170000
BIDS,1,28801761,843412,2,300,180000
BIDS,1,28801782,843849,9,40,150000
BIDS,1,28801792,844057,7,2000,9200
BIDS,1,28801793,844061,1,100,170000
BIDS,1,28801794,844095,5,100,180000
BIDS,1,28801815,844518,8,1000,120000
BIDS,1,28801828,844781,1,3,100000
BIDS,1,28801850,845225,5,100,170000
BIDS,1,28801895,846158,8,50,160000
BIDS,1,28801909,846435,5,100,190000
BIDS,1,28801920,846667,7,180,192500
BIDS,1,28801935,846956,6,300,180000
BIDS,1,28802032,848938,8,500,185100
BIDS,1,28802060,849510,0,12,195000
BIDS,1,28802106,850445,5,100,169700
BIDS,1,28802119,850723,3,200,150000
BIDS,1,28802193,852226,6,300,170000
BIDS,1,28802236,853094,4,1300,191500
BIDS,1,28802237,853105,5,100,160000
BIDS,1,28802255,853486,6,620,170000
BIDS,1,28802262,853635,5,1000,8700
BIDS,1,28802282,854053,3,200,195000
BIDS,1,28802298,854385,5,49,150000
BIDS,1,28802317,854774,4,100,168700
BIDS,1,28802339,855203,3,10,175000
BIDS,1,28802373,855908,8,500,174300
BIDS,1,28802382,856077,7,10,173700
BIDS,1,28802406,856573,3,200,152500
BIDS,1,28802407,856594,4,100,159900
BIDS,1,28802422,856900,0,100,180000
BIDS,1,28802440,857262,2,100,150000
BIDS,1,28802444,857347,7,50,173700
BIDS,1,28802473,857953,3,100,175000
BIDS,1,28802491,858303,3,100,160000
BIDS,1,28802514,858788,8,1000,180000
BIDS,1,28802519,858886,6,200,163000
BIDS,1,28802549,859499,9,50,148700
BIDS,1,28802575,860019,9,675,185000
BIDS,1,28802579,860106,6,100,150000
BIDS,1,28802617,860902,2,500,168800
BIDS,1,28802627,861087,7,50,150000
